hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,156,2017,May,19,8,2,5,2,0.0,0,HB,IRL,Groups,TA/TO,0,0,0,A,A,2,No Deposit,434.0,0,Transient-Party,82.0,0,1,Check-Out,2017-05-15
Resort Hotel,0,73,2017,July,29,21,2,6,2,1.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,2,No Deposit,181.0,0,Transient,203.75,1,0,Check-Out,2017-07-29
City Hotel,0,209,2017,July,29,17,1,1,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,89.1,0,2,Check-Out,2017-07-19
Resort Hotel,0,251,2017,June,26,26,1,3,2,0.0,0,HB,CN,Groups,TA/TO,0,0,0,D,D,0,No Deposit,96.0,0,Transient-Party,108.0,0,1,Check-Out,2017-06-30
Resort Hotel,0,78,2015,September,37,6,2,5,3,0.0,0,HB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,250.0,0,Transient,208.14,1,1,Check-Out,2015-09-13
Resort Hotel,1,12,2015,December,52,23,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,E,E,0,No Deposit,240.0,0,Transient,75.0,0,1,Canceled,2015-12-12
Resort Hotel,0,140,2017,April,16,22,2,5,2,0.0,0,BB,GBR,Groups,TA/TO,1,0,5,A,A,1,No Deposit,273.0,0,Group,0.0,0,1,Check-Out,2017-04-29
Resort Hotel,0,40,2017,January,3,16,1,2,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,1,No Deposit,14.0,0,Transient-Party,55.0,0,0,Check-Out,2017-01-19
City Hotel,1,28,2017,January,4,23,1,1,3,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,147.5,0,0,Canceled,2016-12-29
Resort Hotel,0,32,2017,February,8,24,2,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,F,1,No Deposit,250.0,0,Transient,77.0,1,2,Check-Out,2017-03-01
City Hotel,1,31,2016,February,6,5,0,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,67.5,0,0,Canceled,2016-01-05
City Hotel,1,218,2017,April,17,23,2,0,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,117.0,0,0,Canceled,2016-09-18
City Hotel,0,215,2016,November,48,21,1,1,1,0.0,0,BB,NLD,Groups,Corporate,0,0,0,A,A,1,No Deposit,14.0,0,Transient,75.0,0,0,Check-Out,2016-11-23
City Hotel,1,74,2017,June,26,27,0,2,2,0.0,0,SC,MAC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,108.0,0,1,Canceled,2017-04-30
Resort Hotel,0,44,2016,July,31,28,0,3,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,G,1,No Deposit,241.0,0,Transient,186.83,1,1,Check-Out,2016-07-31
City Hotel,0,98,2015,November,48,23,1,4,1,0.0,0,BB,MEX,Groups,TA/TO,0,0,0,A,A,1,No Deposit,37.0,0,Transient-Party,70.0,0,0,Check-Out,2015-11-28
City Hotel,1,5,2017,January,1,2,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient,60.0,0,0,Canceled,2016-12-30
City Hotel,1,133,2016,July,31,25,1,2,2,2.0,0,BB,NLD,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0,Transient,177.3,0,0,Canceled,2016-05-22
City Hotel,0,51,2016,September,38,11,2,1,2,0.0,0,BB,CHN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,168.0,0,Transient,85.5,0,0,Check-Out,2016-09-14
Resort Hotel,0,38,2015,August,33,14,0,2,3,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,242.0,0,Transient,227.0,0,2,Check-Out,2015-08-16
Resort Hotel,0,2,2015,November,47,18,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,146.0,0,Transient,31.0,1,0,Check-Out,2015-11-19
Resort Hotel,0,31,2015,November,45,2,5,10,1,0.0,0,BB,AUT,Corporate,Corporate,0,0,0,E,G,2,No Deposit,185.0,0,Transient-Party,57.0,1,0,Check-Out,2015-11-17
City Hotel,0,2,2017,March,9,1,0,3,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,88.0,0,1,Check-Out,2017-03-04
City Hotel,0,42,2016,March,11,11,0,2,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,71.1,0,1,Check-Out,2016-03-13
City Hotel,0,82,2017,March,9,3,0,2,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,142.2,0,1,Check-Out,2017-03-05
City Hotel,0,24,2016,January,3,15,2,6,1,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0,Transient,77.0,0,1,Check-Out,2016-01-23
Resort Hotel,0,0,2017,February,6,8,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,E,0,No Deposit,14.0,0,Transient,35.0,1,0,Check-Out,2017-02-09
City Hotel,0,192,2016,June,26,24,0,2,1,0.0,0,BB,BRB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,34.0,0,Transient-Party,95.0,0,0,Check-Out,2016-06-26
City Hotel,1,296,2017,February,8,25,2,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,95.4,0,1,Canceled,2016-12-29
City Hotel,0,1,2015,September,38,15,0,2,3,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,D,E,1,No Deposit,9.0,0,Contract,209.5,0,0,Check-Out,2015-09-17
Resort Hotel,0,252,2016,September,37,7,2,7,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,175.0,0,Transient,77.38,0,0,Check-Out,2016-09-16
City Hotel,0,3,2016,October,43,16,2,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,103.0,0,Transient,95.0,0,0,Check-Out,2016-10-21
Resort Hotel,1,1,2016,December,52,22,0,1,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,5.0,0,Transient,47.4,0,0,Canceled,2016-12-22
City Hotel,0,126,2017,June,25,23,0,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient-Party,117.0,0,0,Check-Out,2017-06-25
Resort Hotel,1,124,2016,August,36,29,1,3,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,0,Transient,188.5,0,0,Canceled,2016-07-23
Resort Hotel,0,1,2017,March,9,2,0,1,1,0.0,0,BB,DEU,Direct,Direct,0,0,0,D,D,1,No Deposit,14.0,0,Transient-Party,68.0,0,0,Check-Out,2017-03-03
City Hotel,1,296,2016,November,48,25,0,1,1,1.0,0,BB,PRT,Direct,Direct,0,2,4,B,B,0,No Deposit,14.0,0,Transient-Party,56.8,0,1,Canceled,2016-11-07
City Hotel,1,8,2015,November,46,10,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,0,Contract,85.0,0,2,Canceled,2015-11-07
City Hotel,0,6,2016,May,20,9,1,1,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,126.0,0,1,Check-Out,2016-05-11
City Hotel,1,14,2017,August,35,31,1,3,3,0.0,0,BB,KWT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,0,Transient,227.0,0,0,Canceled,2017-08-17
City Hotel,0,61,2015,November,46,12,1,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,81.9,0,1,Check-Out,2015-11-16
Resort Hotel,0,91,2017,August,31,4,1,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,250.0,0,Transient,227.0,0,1,Check-Out,2017-08-07
Resort Hotel,0,1,2015,September,39,22,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,0,Transient,129.0,1,0,Check-Out,2015-09-25
Resort Hotel,0,159,2016,June,24,5,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,0,Contract,81.85,0,1,Check-Out,2016-06-12
Resort Hotel,0,9,2016,July,28,4,1,0,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,0,Transient-Party,189.0,0,0,Check-Out,2016-07-05
Resort Hotel,0,133,2017,March,11,15,4,10,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,E,F,0,No Deposit,96.0,0,Transient,45.0,0,0,Check-Out,2017-03-29
City Hotel,1,208,2015,November,48,28,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,72.25,0,1,Canceled,2015-05-12
City Hotel,0,66,2016,February,7,8,1,2,3,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,0,Transient,85.0,0,1,Check-Out,2016-02-11
City Hotel,0,183,2017,May,22,28,2,0,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,0,Transient,108.0,0,1,Check-Out,2017-05-30
City Hotel,0,141,2016,May,21,18,0,2,3,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,6.0,0,Transient,115.61,0,1,Check-Out,2016-05-20
Resort Hotel,0,26,2016,November,46,8,0,3,1,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,41.4,0,1,Check-Out,2016-11-11
City Hotel,0,213,2017,April,16,18,0,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,99.0,0,2,Check-Out,2017-04-21
Resort Hotel,0,131,2017,May,20,14,4,6,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,171.0,0,Transient,43.2,0,0,Check-Out,2017-05-24
City Hotel,0,134,2017,February,8,24,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,93.6,0,3,Check-Out,2017-02-26
Resort Hotel,0,3,2016,May,21,19,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,0,Transient,69.2,1,0,Check-Out,2016-05-21
City Hotel,1,267,2016,September,40,30,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26.0,0,Transient,95.0,0,0,Canceled,2016-02-09
City Hotel,1,6,2017,February,7,14,0,1,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,128.0,0,0,Canceled,2017-02-08
Resort Hotel,0,236,2016,May,20,12,0,3,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,315.0,0,Transient-Party,54.0,1,0,Check-Out,2016-05-15
Resort Hotel,1,55,2016,August,35,21,2,2,3,1.0,0,BB,ITA,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,0,Transient,227.0,0,0,Canceled,2016-06-28
City Hotel,0,221,2016,September,40,29,0,3,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0,Transient-Party,115.5,0,2,Check-Out,2016-10-02
City Hotel,1,33,2015,December,53,30,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,1,0,D,D,0,No Deposit,14.0,0,Transient,94.5,0,0,Canceled,2015-12-21
City Hotel,0,14,2017,February,5,2,0,1,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,2,No Deposit,14.0,0,Transient-Party,80.0,0,0,Check-Out,2017-02-03
City Hotel,1,28,2017,March,11,13,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,0,Transient,96.05,0,0,Canceled,2017-02-13
City Hotel,0,31,2016,January,2,3,1,0,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,B,B,4,No Deposit,9.0,0,Transient-Party,71.52,0,1,Check-Out,2016-01-04
Resort Hotel,1,200,2016,May,19,2,2,5,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0,Transient,101.7,0,1,Canceled,2016-04-28
City Hotel,1,19,2017,February,8,24,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,102.43,0,0,Canceled,2017-02-05
City Hotel,1,89,2016,May,19,7,1,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,126.9,0,0,Canceled,2016-04-29
City Hotel,1,116,2017,February,5,4,2,3,2,1.0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,103.7,0,1,Canceled,2016-10-15
Resort Hotel,0,94,2017,February,7,13,1,3,2,0.0,0,HB,GBR,Complementary,TA/TO,0,0,0,A,A,0,No Deposit,152.0,0,Transient-Party,0.0,0,0,Check-Out,2017-02-17
City Hotel,0,28,2016,October,42,12,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,7,A,A,0,No Deposit,14.0,0,Transient,98.0,1,1,Check-Out,2016-10-13
City Hotel,0,6,2015,September,36,2,0,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0,Contract,114.5,0,2,Check-Out,2015-09-06
City Hotel,0,14,2016,February,7,12,0,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,79.0,0,0,Check-Out,2016-02-14
Resort Hotel,0,193,2017,May,20,15,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,243.0,0,Contract,68.95,0,0,Check-Out,2017-05-22
Resort Hotel,0,152,2016,April,17,20,0,4,2,0.0,0,BB,IRL,Groups,Direct,0,0,0,A,C,0,No Deposit,14.0,0,Transient-Party,51.0,0,1,Check-Out,2016-04-24
City Hotel,0,96,2016,September,36,1,1,3,3,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,166.05,0,4,Check-Out,2016-09-05
Resort Hotel,0,4,2015,December,53,27,2,1,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,E,F,1,No Deposit,250.0,0,Transient,81.0,1,2,Check-Out,2015-12-30
Resort Hotel,0,18,2016,August,32,3,1,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,0,Transient,175.2,0,0,Check-Out,2016-08-08
City Hotel,0,52,2016,August,36,28,1,0,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,99.0,0,3,Check-Out,2016-08-29
Resort Hotel,0,296,2016,September,38,15,2,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,No Deposit,14.0,0,Transient-Party,73.2,0,0,Check-Out,2016-09-20
City Hotel,0,0,2016,March,10,1,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,159.0,0,Transient,95.0,0,0,Check-Out,2016-03-02
Resort Hotel,0,31,2017,March,10,6,2,5,3,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,464.0,0,Transient,59.0,0,1,Check-Out,2017-03-13
City Hotel,0,198,2017,June,26,25,2,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0,Transient,99.0,0,2,Check-Out,2017-06-29
Resort Hotel,0,17,2016,May,22,23,1,1,3,0.0,0,BB,FRA,Direct,Direct,0,0,0,E,H,0,No Deposit,250.0,0,Transient,169.0,0,1,Check-Out,2016-05-25
Resort Hotel,0,296,2016,October,43,20,0,3,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,D,1,No Deposit,14.0,0,Transient-Party,49.0,0,0,Check-Out,2016-10-23
City Hotel,0,224,2017,August,34,24,0,3,2,2.0,0,BB,GBR,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,0,Transient,163.5,0,3,Check-Out,2017-08-27
City Hotel,1,184,2017,April,14,3,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,20.0,111,Transient,105.0,0,0,Canceled,2017-01-20
Resort Hotel,0,6,2017,January,2,13,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0,Transient,44.0,0,1,Check-Out,2017-01-15
Resort Hotel,1,136,2015,July,31,31,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,172.0,0,0,Canceled,2015-07-09
City Hotel,0,77,2016,February,8,19,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0,Transient,80.3,0,1,Check-Out,2016-02-22
Resort Hotel,0,1,2017,January,5,29,1,0,2,0.0,0,BB,ARG,Direct,TA/TO,0,0,0,A,D,0,No Deposit,14.0,0,Transient,64.0,1,1,Check-Out,2017-01-30
Resort Hotel,0,0,2016,February,9,25,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,D,0,No Deposit,14.0,0,Transient,45.0,0,0,Check-Out,2016-02-26
City Hotel,0,141,2017,June,24,16,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,27.0,0,Transient-Party,98.1,0,0,Check-Out,2017-06-19
City Hotel,0,103,2016,November,46,7,1,3,1,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,8.0,0,Transient,186.0,0,2,Check-Out,2016-11-11
City Hotel,0,210,2016,August,35,25,0,1,3,1.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,0,Transient,180.9,1,2,Check-Out,2016-08-26
City Hotel,1,296,2016,May,20,13,1,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,215,Transient-Party,101.0,0,0,Canceled,2016-02-09
City Hotel,1,65,2017,January,2,9,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,93.6,0,2,Canceled,2017-01-09
Resort Hotel,0,197,2017,August,32,12,2,5,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,0,Transient,207.29,0,1,Check-Out,2017-08-19
Resort Hotel,0,1,2015,September,37,11,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,C,0,No Deposit,14.0,0,Transient,131.0,0,0,Check-Out,2015-09-12
City Hotel,0,1,2015,September,39,24,0,1,2,2.0,0,BB,UKR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0,Contract,215.0,0,2,Check-Out,2015-09-25
City Hotel,0,75,2016,December,49,3,1,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,0,Transient,75.0,0,0,Check-Out,2016-12-05
City Hotel,0,20,2017,April,14,5,0,3,1,0.0,0,BB,SWE,Groups,TA/TO,0,0,0,A,A,1,No Deposit,14.0,0,Transient-Party,100.0,0,0,Check-Out,2017-04-08
Resort Hotel,0,31,2017,March,10,6,2,5,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,464.0,0,Transient,48.0,0,1,Check-Out,2017-03-13
Resort Hotel,1,296,2017,June,26,25,2,5,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0,Transient,227.0,0,0,Canceled,2016-07-24
City Hotel,0,221,2015,October,42,17,2,1,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,3.0,0,Transient-Party,90.0,0,0,Check-Out,2015-10-20
Resort Hotel,0,4,2016,February,9,27,2,6,1,0.0,0,FB,PRT,Direct,Direct,0,1,1,A,E,1,No Deposit,14.0,0,Transient,55.0,0,2,Check-Out,2016-03-06
Resort Hotel,1,128,2015,July,28,5,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,149.0,0,Transient,58.95,0,0,Canceled,2015-03-04
City Hotel,0,18,2016,April,15,8,0,1,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,89.0,0,1,Check-Out,2016-04-09
City Hotel,0,116,2017,February,6,10,1,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0,Transient,60.98,0,1,Check-Out,2017-02-13
City Hotel,0,3,2015,August,32,7,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,75.0,0,0,Check-Out,2015-08-08
City Hotel,1,10,2016,August,33,7,2,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,139.0,0,2,Canceled,2016-07-31
City Hotel,1,117,2016,December,52,24,1,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,127.8,0,1,Canceled,2016-09-02
City Hotel,1,60,2017,July,27,2,2,0,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,126.0,0,1,Canceled,2017-07-02
Resort Hotel,0,273,2017,June,22,2,1,2,3,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,242.0,0,Transient,143.1,0,2,Check-Out,2017-06-05
City Hotel,1,148,2017,February,6,5,2,5,0,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,0,Transient,91.6,0,2,Canceled,2016-09-13
Resort Hotel,0,158,2016,October,41,7,2,2,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,241.0,0,Transient,81.24,0,2,Check-Out,2016-10-11
Resort Hotel,1,145,2016,October,43,19,2,5,1,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,45.14,0,0,Canceled,2016-06-13
Resort Hotel,0,0,2017,February,6,8,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,0,Transient,56.0,0,0,Check-Out,2017-02-09
City Hotel,1,31,2017,May,20,19,0,1,3,0.0,0,HB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,14.0,0,Transient,227.0,0,0,Canceled,2017-04-20
City Hotel,0,119,2016,March,14,29,0,2,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,39.0,0,Transient-Party,83.0,0,0,Check-Out,2016-03-31
City Hotel,1,111,2017,March,11,16,2,3,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,74.8,0,0,Canceled,2017-02-01
City Hotel,0,7,2016,January,1,2,0,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,119.0,0,1,Check-Out,2016-01-03
Resort Hotel,0,17,2015,November,49,30,1,3,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,14.0,0,Transient-Party,42.0,1,0,Check-Out,2015-12-04
Resort Hotel,0,1,2016,November,49,28,1,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,250.0,0,Transient,43.0,0,0,Check-Out,2016-11-29
Resort Hotel,0,5,2016,April,18,27,0,2,1,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,0,Transient,107.0,1,1,Check-Out,2016-04-29
Resort Hotel,0,9,2016,December,52,18,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,63.0,0,1,Check-Out,2016-12-19
Resort Hotel,0,87,2016,May,20,9,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,73.0,0,0,Check-Out,2016-05-16
City Hotel,0,31,2017,January,1,5,0,3,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,124.0,0,1,Check-Out,2017-01-08
Resort Hotel,0,30,2016,March,11,7,1,5,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38.0,0,Transient-Party,65.4,0,0,Check-Out,2016-03-13
City Hotel,0,1,2016,June,25,14,0,4,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,121.5,0,1,Check-Out,2016-06-18
City Hotel,0,86,2016,March,13,23,0,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,0,Transient,40.67,0,0,Check-Out,2016-03-26
City Hotel,0,9,2016,April,18,28,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0,Transient,133.5,0,1,Check-Out,2016-05-02
Resort Hotel,0,134,2016,June,24,9,0,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,109.33,1,1,Check-Out,2016-06-12
City Hotel,1,50,2015,October,43,18,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,94.5,0,0,Canceled,2015-09-07
Resort Hotel,0,136,2015,August,32,8,2,5,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156.0,0,Contract,90.95,0,1,Check-Out,2015-08-15
City Hotel,0,36,2017,February,7,14,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0,Transient,100.0,0,1,Check-Out,2017-02-15
Resort Hotel,0,9,2016,September,39,18,1,0,1,0.0,0,BB,GBR,Groups,Corporate,0,0,0,E,E,0,No Deposit,223.0,0,Transient-Party,90.0,0,0,Check-Out,2016-09-19
City Hotel,0,11,2016,July,28,4,1,0,2,3.0,0,BB,USA,Direct,Direct,0,0,0,G,G,0,No Deposit,14.0,0,Transient,227.0,0,3,Check-Out,2016-07-05
City Hotel,0,180,2017,August,31,3,0,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42.0,0,Transient,80.1,0,1,Check-Out,2017-08-06
